,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,State_from_zoning,Jurisdiction_from_zoning,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK
116,HI--HONOLULU--A3,HI,Honolulu,A-3,123.73659210180678,11.851874379607969,111.88471772219881,HI,Honolulu,Honolulu,A-3,A-3 Apartment - High-density,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.344,10,10,10,"60% if < 0.172 acres
50% if 0.172 - 0.459 acres
40% if > 0.459 acres",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 plus

10 more feet per additional foot (to the rear and side) of uniform, sloping height setback from 30 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88",6.098 x Lot Area + 0.6 if lot below 0.2296 acres; 1.742 x Lot Area + 1.6 if lot between 0.2296 acres & 0.4591 acres; 1.9 if lot between 0.4591 acres & 0.9183 acres; 2.8 if lot above 0.9183 acres,,No,No,0.344,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.11",,No,No,0.344,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.11",,,No,No,0.344,,,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.11",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Public Hearing,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; TBD - Discrepancy for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); TBD - Discrepancy for 3-family (total); 1 per 1000 sqft for 4+ family (total); 1 per 1000 sqft for 2+ family (per studio/1br)"
117,HI--HONOLULU--AG1,HI,Honolulu,AG-1,63461.69069521055,9140.504622230414,54321.186072980134,HI,Honolulu,Honolulu,AG-1,AG-1 Agricultural - Restricted,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
118,HI--HONOLULU--AG2,HI,Honolulu,AG-2,41835.487885893686,16491.038599179643,25344.449286714043,HI,Honolulu,Honolulu,AG-2,AG-2 Agricultural - General,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
119,HI--HONOLULU--ALOHA,HI,Honolulu,Aloha,32.25009457252032,31.829525577599252,0.4205689949210658,HI,Honolulu,Honolulu,Aloha,ALOHA State Jurisdiction: Aloha Tower Project (Admin. by Aloha Tower Development Corp.),Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
120,HI--HONOLULU--AMX1,HI,Honolulu,AMX-1,41.26027399898659,2.475233554669797,38.78504044431679,HI,Honolulu,Honolulu,AMX-1,AMX-1 Apartment Mixed Use - Low-density,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.172,,,,"60% if < 0.172 acres
50% if 0.172 - 0.459 acres
40% if > 0.459 acres",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,30 ft,1.307 x Lot Area + 0.3 if lot below 0.2296 acres; 0.436 x Lot Area + 0.5 if lot between 0.2296 acres & 0.9183 acres; 0.9 if lot above 0.9183 acres,,No,No,0.172,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,No,No,0.172,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,,No,No,0.172,"Lot area (sq. ft.) Less than 10,000 10,000 - 40,000 Over 40,000 FAR calculation FAR = (.00003 x lot area) + 0.3 FAR = (.00001 x lot area) + 0.5 FAR = 0.9",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Public Hearing,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; TBD - Discrepancy for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); TBD - Discrepancy for 3-family (total); 1 per 1000 sqft for 4+ family (total); 1 per 1000 sqft for 2+ family (per studio/1br)"
121,HI--HONOLULU--AMX2,HI,Honolulu,AMX-2,487.4102203907792,10.632393568959001,476.7778268218202,HI,Honolulu,Honolulu,AMX-2,AMX-2 Apartment Mixed Use - Medium-density,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 ft

10 more feet per additional foot of height setback","Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,No,No,0.23,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,No,No,0.23,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,,No,No,0.23,"Lot area (sq. ft.) Less than 10,000 10,000 - 40,000 Over 40,000 FAR calculation FAR = (.00009 x lot area) + 0.4 FAR = (.0000",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; TBD - Discrepancy for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); TBD - Discrepancy for 3-family (total); 1 per 1000 sqft for 4+ family (total); 1 per 1000 sqft for 2+ family (per studio/1br)"
122,HI--HONOLULU--AMX3,HI,Honolulu,AMX-3,13.573046690024034,0.0,13.573046690024034,HI,Honolulu,Honolulu,AMX-3,AMX-3 Apartment Mixed Use - High-density,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.344,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 ft

10 more feet per additional foot of height setback","Less than 10,000 FAR = (.00003 x lot area) + 0.3; 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5;  Over 40,000  FAR = 0.14",,No,No,0.344,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.14",,No,No,0.344,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.14",,,No,No,0.344,"Lot area (sq. ft.) Less than 10,000 10,000 - 20,000 20,000 - 40,000 Over 40,000 FAR calculation FAR = (.00014 x lot area) + 0.6 FAR = (.00004 x lot area) + 1.6 FAR = (.0000",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.14",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; TBD - Discrepancy for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); TBD - Discrepancy for 3-family (total); 1 per 1000 sqft for 4+ family (total); 1 per 1000 sqft for 2+ family (per studio/1br)"
123,HI--HONOLULU--APART,HI,Honolulu,Apart,114.29140441948093,2.1541313319827333,112.13727308749819,HI,Honolulu,Honolulu,Apart,APART Apartment Precinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,Yes,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,,,,50%,None,1 per dwelling or lodging unit,,"Baseline: 40 ft

10 more feet per additional foot of height setback",,,No,No,0.17,,,,,50%,None,1 per dwelling or lodging unit,,,,,,No,No,0.17,,,,,,,,,,,,,,,,No,No,0.17,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,1 per dwelling or lodging unit for 1-family; 1 per dwelling or lodging unit for 2-family (per studio/1br)
124,HI--HONOLULU--APARTMIX,HI,Honolulu,ApartMix,36.986242840154034,0.06665074459714228,36.919592095556894,HI,Honolulu,Honolulu,ApartMix,APARTMIX Apartment Mixed Use Subprecinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,,,,50%,None,1 per dwelling or lodging unit,,"Baseline: 40 ft

10 more feet per additional foot of height setback",,,No,No,0.17,,,,,50%,None,1 per dwelling or lodging unit,,,,,,No,No,0.17,,,,,,,,,,,,,,,,No,No,0.17,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,1 per dwelling or lodging unit for 1-family; 1 per dwelling or lodging unit for 2-family (per studio/1br)
125,HI--HONOLULU--B1,HI,Honolulu,B-1,414.5249375489588,13.271572618175723,401.2533649307831,HI,Honolulu,Honolulu,B-1,B-1 Business - Neighborhood,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
126,HI--HONOLULU--B2,HI,Honolulu,B-2,1766.1331728829023,124.94247528943191,1641.1906975934703,HI,Honolulu,Honolulu,B-2,B-2 Business - Community,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
127,HI--HONOLULU--BMX3,HI,Honolulu,BMX-3,1711.891286133746,434.575227714825,1277.3160584189209,HI,Honolulu,Honolulu,BMX-3,BMX-3 Business Mixed Use - Community,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.115,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",5,5,None,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 plus

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,No,No,0.115,None,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district","5, except if adjoining another duplex lot, in which case the setback is 0 along the common wall","5, except if adjoining another duplex lot, in which case the setback is 0 along the common wall",None,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet","2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,No,No,0.115,,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",10,10,None,None,"1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units","1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units",No,No,N/a,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,None,No,No,0.115,,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",10,10,None,None,"1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units","1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units",No,No,N/a,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

When a BMX-3 district borders a residential, A-1, or AMX-1 district, the setback will begin at the buildable area boundary line on the side of the lot adjoining the neighboring district","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,None,None,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,No,,,,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 2-family (total); 2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 2-family (per studio/1br); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 3-family (total); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 3-family (per studio/1br); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 4+ family (total); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 2+ family (per studio/1br)"
128,HI--HONOLULU--BMX4,HI,Honolulu,BMX-4,164.1596571536469,22.94546173777173,141.21419541587517,HI,Honolulu,Honolulu,BMX-4,BMX-4 Business Mixed Use - Central,Yes,No,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0.115,,"5, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district; or 0 above 12 feet provided required yard area is compensated elsewhere on the property as open space or an arcade","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district",None,None,1 per dwelling unit,1 per dwelling unit,No,No,,"Baseline: no higher than the height stated in this map—https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

where for at least 50% of contiguous street frontage, the structure cannot exceed a height that is intersected by a plane over the buildable area that makes an angle of 65 degrees with the horizontal at ground elevation at the center line of the street

and if above 350 feet, has been approved according to the major permit protocol, which includes a public hearing

and if bordering a residential, apartment, AMX, or resort district, on the side of the lot adjoining the neighboring district, no higher than the height setback of the adjoining district at the edge of the buildable area boundary line","4.0, plus 10 square ft/1 square ft of public open space below 350 ft or 7 square ft above 350 ft, and 5 square ft/1 square ft of arcade up to 7.5 FAR",None,None,No,No,0.115,,"5, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district; or 0 above 12 feet provided required yard area is compensated elsewhere on the property as open space or an arcade","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district",None,None,1 per dwelling unit,1 per dwelling unit,No,No,,"Baseline: no higher than the height stated in this map—https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

where for at least 50% of contiguous street frontage, the structure cannot exceed a height that is intersected by a plane over the buildable area that makes an angle of 65 degrees with the horizontal at ground elevation at the center line of the street

and if above 350 feet, has been approved according to the major permit protocol, which includes a public hearing

and if bordering a residential, apartment, AMX, or resort district, on the side of the lot adjoining the neighboring district, no higher than the height setback of the adjoining district at the edge of the buildable area boundary line","4.0, plus 10 square ft/1 square ft of public open space below 350 ft or 7 square ft above 350 ft, and 5 square ft/1 square ft of arcade up to 7.5 FAR",None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,No,,,,,,True,False,False,True,True,True,A,A,B,B,No,No,No,No,No,1 per dwelling unit for 3-family (total); 1 per dwelling unit for 3-family (per studio/1br); 1 per dwelling unit for 4+ family (total); 1 per dwelling unit for 2+ family (per studio/1br)
